,product_name,form,brand_name,inactive_ingredients,gelatin_content,age,regular_price,unit_price,average_rating,review_count,product_url
390,For Her Teen Multivitamin Gummies Assorted,Gummies,One A Day VitaCraves,"Glucose Syrup,Sugar,Tricalcium Phosphate,Gelatin,Water,Ascorbic Acid,Biotin,Calcium Citrate,Calcium Lactate,Citric Acid,dl-Alpha-Tocopheryl Acetate,FD&C Blue #1,FD&C Red #40,FD&C Yellow #5 (tartrazine),Folic Acid,Lactic Acid,Malic Acid,Natural and Artificial Flavor,Niacinamide,Pyridoxine Hydrochloride,Vitamin A Acetate,Vitamin B12 (Cyanocobalamin),Vitamin D3 (Cholecalciferol),Vitamin Kl (Phytomenadione)",Yes,Adult,8.99,0.15,4.5,296.0,https://www.walgreens.com/store/c/one-a-day-vitacraves-for-her-teen-multivitamin-gummies-assorted/ID=prod6225034-product
391,Children's Complete Chewable Multivitamin Fruit Flavors,Chewables,Flintstones,"Calcium Carbonate,Sorbitol,Maltodextrin,Mannitol,Sodium Ascorbate,Fructose (Adds a trivial amount of sugar),Ferrous Sulfate,Citric Acid,Less than 2% of: Ascorbic Acid,Beta-Carotene,Biotin,Carrageenan,ColorAnnatto Extract [Seed] ,Red Beet 
Juice ,Red Sweet Potato Juice ,Spirulina Extra,Cupric Oxide,D-Calcium Pantothenate,Folic Acid,Gelatin,Lactic Acid,Magnesium Stearate,Natural Flavor,Niacinamide,Phytonadione,Potassium Iodide,Pyridoxine Hydrochloride,Riboflavin,Silicon Dioxide,Stearic Acid,Sucralose,Thiamine Mononitrate,Vitamin A Acetate,Vitamin B12 (Cyanocobalamin),Vitamin D3 (Cholecalciferol),Vitamin E Acetate,Zinc Oxide",Yes,Child,7.99,0.13,3.0,712.0,https://www.walgreens.com/store/c/flintstones-children's-complete-chewable-multivitamin-fruit-flavors/ID=prod3451-product
392,For Him Teen Multivitamin Gummies Assorted,Gummies,One A Day VitaCraves,"Glucose Syrup,Sugar,Tricalcium Phosphate,Gelatin,Water,Ascorbic Acid,Biotin,Calcium Citrate,Calcium Lactate,Citric Acid,dl-Alpha-Tocophetyl Acetate,FD&C Blue #1,FD&C Red #40,FD&C Yellow (tartrazine),Folic Acid,Lactic Acid,Malic Acid,Natural and Artificial Flavor,Niacinamide,Pyridoxine Hydrochloride,Vitamin A Acetate,Vitamin B12 (Cyanocobalamin),Vitamin D3 (Cholecalciferol),Vitamin Kl (Phytomenadione)",Yes,Adult,8.99,0.15,4.5,294.0,https://www.walgreens.com/store/c/one-a-day-vitacraves-for-him-teen-multivitamin-gummies-assorted/ID=prod6225035-product
393,Children's Complete Multivitamin Gummies,Gummies,Flintstones,"Glucose Syrup,Sugar,Water,Gelatin,Less Than 2% of: Ascorbic Acid,Bees Wax,Carnauba Wax,Citric Acid,ColorApple ,Black Currant and Carrot Juice Concentratives,D-Biotin,D-Calcium Pantothenate,Folic Acid,Natural Flavor,Potassium Iodide,Pyridoxine Hydrochloride,Vegetable Oil (Palm),Vitamin A Acetate,Vitamin B12 (Cyanocobalamin),Vitamin D3 (Cholecalciferol),Vitamin E Acetate,Zinc Sulfate",Yes,Child,19.99,0.11,4.5,368.0,https://www.walgreens.com/store/c/flintstones-children's-complete-multivitamin-gummies/ID=prod6179788-product
394,Trolls Multivitamin Gummies,Gummies,One A Day Kids,"Glucose Syrup,Sugar,Water,Gelatin,Less than 2% of:Ascorbic Acid ,Beeswax ,Carnauba Wax ,Citric Acid ,Color ,D-Biotin ,D-Calcium Pa,Contains: Wheat",Yes,Others,17.99,0.1,4.5,309.0,https://www.walgreens.com/store/c/one-a-day-kids-trolls-multivitamin-gummies/ID=prod6338373-product
395,Children's Complete Multivitamin Supplement Chewable Tablets,Chewables,Flintstones,"Granulated Calcium CarbonateCalcium Carbonate ,Dextrose Monohydrate ,Sugar ,Maltodextrin ,Microcrystalline C,Sorbitol,Sodium Ascorbate,Ferrous Fumarate,Natural and Artificial Flavoring,Pregelatinized Starch,dl-Alpha Tocopheryl Acetate,Less Than 2% of: Beta-Carotene,Biotin,Calcium Pantothenate,Cholecalciferol,Cupric Oxide,Cyanocobalamin,FD&C Blue #2 Aluminum Lake,FD&C Red #40 Aluminum Lake,FD&C Yellow #6 Aluminum Lake,Folic Acid,Gelatin,Magnesium Oxide,Magnesium Stearate,Mono- and Diglycerides,Niacinamide,Potassium Iodide,Pyridoxine Hydrochloride,Phytonadione,Riboflavin,Silicon Dioxide,Soy Lecithin,Sucralose,Thiamine Mononitrate,Vitamin A Acetate,Zinc Oxide",Yes,Child,19.99,0.13,3.0,679.0,https://www.walgreens.com/store/c/flintstones-children's-complete-multivitamin-supplement-chewable-tablets/ID=prod360235-product
396,Baby Multivitamin + Iron Drops Grape,Others,Mommy's Bliss,"Organic Glycerin,Organic Agave Syrup,Purified Water,Organic Monk Fruit Extract,Organic Natural Flavors,Citric Acid (non-GMO),Organic Quilaia Extract",No,Others,11.99,11.99,4.5,54.0,https://www.walgreens.com/store/c/mommy's-bliss-baby-multivitamin---iron-drops-grape/ID=300413144-product
397,Teen Girl Multi Gummies,Gummies,OLLY,"Glucose Syrup,Beet Sugar,Water,Gelatin,Orange Juice Concentrate,Natural Flavors,Coloring fromcarrot ,apple ,chokeberry ,sweet potato ,radish ,cherry juice,Lactic Acid,Citric Acid,Pectin",Yes,Child,15.99,0.23,3.5,39.0,https://www.walgreens.com/store/c/olly-teen-girl-multi-gummies/ID=300432245-product
398,Kids Multi Worms,Gummies,OLLY,"Glucose Syrup,Beet Sugar,Water,Gelatin,Lactic Acid,Citric Acid,Natural Flavors,Pectin,Colors frompumpkin ,sweet potato ,apple ,radish ,cherry juices",Yes,Child,15.99,0.23,4.5,58.0,https://www.walgreens.com/store/c/olly-kids-multi-worms/ID=300433281-product
399,Children's Elderberry Immune Support Gummies Berry,Gummies,Zarbee's,"Sugar,Glucose Syrup,Pectin,Less Than 2% of: Maltodextrin,Citric Acid,Natural Flavors,Color Added (Maqui Berry Juice Concentrate)",No,Child,8.79,0.42,4.5,94.0,https://www.walgreens.com/store/c/zarbee's-children's-elderberry-immune-support-gummies-berry/ID=prod6243029-product
400,Gummy Vites Complete Kids Gummy Vitamins,Gummies,L'il Critters,"Glucose Syrup,Sugar,Water,Gelatin,Citric Acid,ColorsAnnatto extract ,Blueberry and Carrot Concentrates ,Purple Carrot Juice Concentr,Malic Acid,Less Than 2% of: Blend of Oils With Beeswax and/or Carnauba WaxCoconut and/or Palm,Naturals Flavors,and Pectin",Yes,Child,18.99,0.1,4.5,2186.0,https://www.walgreens.com/store/c/l'il-critters-gummy-vites-complete-kids-gummy-vitamins/ID=prod6028162-product
401,"Children's Multivitamin Gummies Cherry, Mixed Berry, Orange, Pineapple",Gummies,Walgreens,"Malt Syrup,Sugar,Purified Water USP,Contains 2% or less of: annatto (color),ascorbic acid,biotin,black/purple carrot juice concentrate (color),carnauba wax,cholecalciferol,citric acid,cyanocobalamin,D-calcium pantothenate,dl-alpha tocopheryl acetate,folic acid,inositol,marigold extract,natural flavorscherry ,mixed berry ,orange ,pineapple,pectin,potassium iodide,pyridoxine hydrochloride,retinyl palmitate,sodium ascorbate,sodium citrate,zinc gluconate",No,Child,13.99,0.07,4.0,16.0,"https://www.walgreens.com/store/c/walgreens-children's-multivitamin-gummies-cherry,-mixed-berry,-orange,-pineapple/ID=300408797-product"
402,"Chewable Multivitamin + Immunity Support Cherry, Grape, Orange, and Peach",Chewables,Flintstones,"Sorbitol,Sodium Ascorbate,Maltodextrin,Mannitol,Fructose,Ascorbic Acid,Ferrous Sulfate,Corn Starch,Vitamin E Acetate,Stearic Acid,Modified Food Starch,Citric Acid,Less than 2% of:Beta-Carotene ,Biotin ,Color ,D-Calcium Pantothenate ,Folic Acid ,Gelatin ,Lacti",Yes,Child,7.99,0.13,3.5,225.0,"https://www.walgreens.com/store/c/flintstones-chewable-multivitamin---immunity-support-cherry,-grape,-orange,-and-peach/ID=prod3454-product"
403,"Kids First Multivitamin with Omega-3 Gummies Strawberry, Lemon & Orange",Gummies,Nature Made,"Glucose Syrup,Sugar,Water,Gelatin,Citric Acid,Pectin,Natural Flavors,Lactic Acid,Calcium Lactate,Colors Added (Including Carmine),Tocopherols",Yes,Child,12.99,0.19,4.5,46.0,"https://www.walgreens.com/store/c/nature-made-kids-first-multivitamin-with-omega-3-gummies-strawberry,-lemon-%26-orange/ID=prod6377624-product"
404,Toddler Formula,Others,SmartyPants,"Organic Cane sugar,Organic tapioca syrup,Gelatin,Pectin,Citric acid,Natural Flavors,colors addedorganic maqui berry ,Organic black carrot juice concentrate ,organic turmeric,organic sunflower oil,carnauba wax",Yes,Others,15.99,0.23,4.5,11.0,https://www.walgreens.com/store/c/smartypants-toddler-formula/ID=300402598-product
405,"Multivitamin Gummies + Immunity Support Cherry, Raspberry, Orange",Gummies,Flintstones,"Glucose Syrup,Sugar,Gelatin,Ascorbic Acid,Water,Less than 2% of:Beeswax ,Carnauba Wax ,Citric Acid ,Color ,D-Biotin ,D-CaIcium Pantothenate ,dl-",Yes,Child,7.99,0.13,4.5,73.0,"https://www.walgreens.com/store/c/flintstones-multivitamin-gummies---immunity-support-cherry,-raspberry,-orange/ID=prod3481034-product"
406,Alive! Kid's Multivitamin Gummy,Gummies,Nature's Way,"Glucose Syrup,Sucrose,Purified Water,Pectin,Citric Acid,Sodium Citrate,Natural Flavors,Vegetable And Fruit Juice Colors,Coconut Oil,Carnauba Wax",No,Child,9.99,0.17,4.0,6.0,https://www.walgreens.com/store/c/nature's-way-alive!-kid's-multivitamin-gummy/ID=prod6109185-product
407,Multivitamin Complete + Mineral Formula Jellies Fruit,Gummies,Yum-V's,"Glucose,Cane Sugar,Citrus Pectin,Citric Acid,Sodium Citrate,Elderberry and Black Carrot Concentrate,Fruit Flavors,Beta Carotene",No,Child,8.99,0.07,3.5,8.0,https://www.walgreens.com/store/c/yum-v's-multivitamin-complete---mineral-formula-jellies-fruit/ID=prod6299578-product
408,"Kids Multivitamin + Probiotic Gummies, Digestive + Immune Support Peach-Orange & Mixed Berry Flavor",Gummies,Culturelle,"Glucose Syrup,Cane Sugar,Water,Pectin,Natural Flavors,Citric Acid,Sodium Citrate,Organic Black Carrot Juice Concentrate (color),Fractionated Coconut Oil (containing Carnauba Wax),Organic Corn Starch.",No,Child,23.99,0.4,4.5,135.0,"https://www.walgreens.com/store/c/culturelle-kids-multivitamin---probiotic-gummies,-digestive---immune-support-peach-orange-%26-mixed-berry-flavor/ID=300424962-product"
409,Children's Multivitamin Gummies Assorted Fruit,Gummies,Walgreens,"Glucose Syrup,Sucrose,Gelatin,Ascorbic Acid,Natural Flavors,Colors Added (Purple Carrot Juice Concentrate,Annatto),DL-Alpha Tocopheryl Acetate,D-Calcium Pantothenate,Zinc Sulfate,Fractioned Coconut Oil (Containing One or More of the Following: Carnauba Wax,Beeswax),Citric Acid,Lactic Acid,Retinyl Acetate,Pyridoxine Hydrochloride,Potassium Iodide,Folic Acid,Cholecalciferol,Biotin,Cyanocobalamin.",Yes,Child,12.99,9999999.0,3.5,16.0,https://www.walgreens.com/store/c/walgreens-children's-multivitamin-gummies-assorted-fruit/ID=300407695-product
410,Kids Chewable Multi Vitamin,Chewables,Alive!,"fructose,sorbitol,natural flavors,magnesium stearate,citric acid,turmeric color,vegetable juice color,malic acid,silica",No,Child,17.99,0.15,4.0,16.0,https://www.walgreens.com/store/c/alive!-kids-chewable-multi-vitamin/ID=prod6153768-product
411,"Kid's Complete Multivitamin + Probiotic Fruit Gummies Natural Fruit Flavors, Fragrance-Free",Gummies,Zarbee's,"Cane Sugar,organic tapioca syrup,honey,pectin,natural flavors,sodium citrate,citric acid,colors addedannatto ,black carrot,corn starch",No,Child,17.99,0.26,4.0,9.0,"https://www.walgreens.com/store/c/zarbee's-kid's-complete-multivitamin---probiotic-fruit-gummies-natural-fruit-flavors,-fragrance-free/ID=prod6391019-product"
412,Kids Formula and Fiber Gummies Assorted,Gummies,SmartyPants,"InulinChicory Root Fiber,Gelatin,Pectin,Citric Acid,Natural Flavors,Colors AddedOrganic Black Carrot Juice Concentrate ,Organic Turmeric,Organic Sunflower Oil,Organic Carnauba Wax,Lo Han Fruit Concentrate",Yes,Child,18.99,0.21,5.0,2.0,https://www.walgreens.com/store/c/smartypants-kids-formula-and-fiber-gummies-assorted/ID=prod6237702-product
413,"Sour Gummy Multivitamin for Kids with Vitamins A, B6, B12, C, D & more",Gummies,Flintstones,"Glucose Syrup,Sugar,Water,Gelatin,Less than 2% of: Ascorbic Acid,Calcium Lactate,Citric Acid,ColorBlack Currant ,Carrot and Pumpkin Juice Concentrates,D-Biotin,D-Calcium Pantothenate,Folic Acid,Lactic Acid,Malic Acid,Natural Flavor,Potassium Iodide,Pyridoxine Hydrochloride,Tricalcium Citrate,Vitamin A Acetate,Vitamin B12 (Cyanocobalamin),Vitamin D3 (Cholecalciferol),Vitamin E Acetate,Zinc Sulfate",Yes,Child,15.99,0.09,4.5,271.0,"https://www.walgreens.com/store/c/flintstones-sour-gummy-multivitamin-for-kids-with-vitamins-a,-b6,-b12,-c,-d-%26-more/ID=prod6205667-product"
414,"Children's Multi Vitamin Gummies cherry, orange, grape",Gummies,Alive!,"organic tapioca syrup,Cane Sugar,pectin,citric acid,sodium citrate,natural flavors,colorsgrape juice concentrate ,elderberry,vegetable oilpalm ,coconut,beeswax",No,Child,12.94,0.14,4.5,16.0,"https://www.walgreens.com/store/c/alive!-children's-multi-vitamin-gummies-cherry,-orange,-grape/ID=prod6153767-product"
415,"Kids First Multivitamin Gummies Orange, Cherry & Mixed Berry",Gummies,Nature Made,"Glucose Syrup,Sugar,Water,Gelatin,Citric Acid,Pectin,Natural Flavors,Palm Oil,Carnauba Wax,Colors Added (Including Carmine).",Yes,Child,17.19,0.19,4.5,59.0,"https://www.walgreens.com/store/c/nature-made-kids-first-multivitamin-gummies-orange,-cherry-%26-mixed-berry/ID=300402938-product"
416,"SuperBeans Multivitamin with Immunity Support Strawberry, Orange, and Lemon",Chewables,Flintstones,"Sugar,Glucose Syrup,Modified Food Starch,Water,Citric Acid,ColorApple ,Black Currant ,Carrot and Pumpkin Juice Concentrate,Natural Flavor,Carnauba Wax,Beeswax,Confectioner's Glaze,Olive Oil,Sodium Citrate",No,Child,12.49,0.14,4.5,2003.0,"https://www.walgreens.com/store/c/flintstones-superbeans-multivitamin-with-immunity-support-strawberry,-orange,-and-lemon/ID=300416497-product"
417,Kids Tropical Fruit MultiGummies,Gummies,Centrum,"Sugar,Organic Tapioca Syrup,Water. Contains less than 2%: Annatto Seed Extract (color),Citric Acid,Fruit and Vegetable Juice Concentrates(Maqui Berry ,Purple/Black Carrot) (color),Natural Flavors,Organic Turmeric Rhizome Extract (color),Pectin,Sodium Citrate",No,Child,14.99,0.14,4.5,138.0,https://www.walgreens.com/store/c/centrum-kids-tropical-fruit-multigummies/ID=300426761-product
418,Organic Kids Multi Vitamin Gummy Fruit Mix,Gummies,Hello Bello,"Organic Tapioca Syrup,Organic Cane Sugar,Water,Organic Lemon Juice Concentrate,Pectin,Sodium Citrate,Natural Flavors,Organic Fruit and Vegetable Juices (Colors),Organic Sunflower Oil,and Organic Carnauba Wax",No,Child,15.49,0.26,4.5,114.0,https://www.walgreens.com/store/c/hello-bello-organic-kids-multi-vitamin-gummy-fruit-mix/ID=300416858-product
419,Baby Multi & DHA Liquid,Others,SmartyPants,,Yes,Others,12.99,12.99,3.5,3.0,https://www.walgreens.com/store/c/smartypants-baby-multi-%26-dha-liquid/ID=300402932-product
420,Teen Multivitamin Supplement Blueberry,Gummies,Rainbow Light,"Glucose syrup,organic cane sugar,water,gelatin (bovine),natural flavor,glazing agent(vegetable oil ,carnauba wax),lactic acid,citric acid,mixed tocopherols (antioxidant),fruit and vegetable juice (color).",No,Child,16.99,6.18,4.0,115.0,https://www.walgreens.com/store/c/rainbow-light-teen-multivitamin-supplement-blueberry/ID=300414180-product
421,Organic Complete Multivitamin Gummies for Kids,Gummies,L'il Critters,"Organic Tapioca Syrup,Organic Cane Sugar,Pectin,Organic Lemon Juice Concentrate,Organic Flavors,Sodium Citrate,ColorOrganic Maqui Berry Juice Concentrate,Organic Sunflower Oil,Organic Carnauba Wax",No,Child,14.99,0.17,4.5,382.0,https://www.walgreens.com/store/c/l'il-critters-organic-complete-multivitamin-gummies-for-kids/ID=400393901-product
422,"Kid's Complete Toddler Multivitamin Gummies Fruit, Fragrance-Free",Gummies,Zarbee's,"honey,glucose syrup,sucrose,water,natural flavors,pectin,citric acid,sodium citrate,colors addedannatto ,fruit juice ,vegetable juice",No,Child,18.49,0.17,4.5,33.0,"https://www.walgreens.com/store/c/zarbee's-kid's-complete-toddler-multivitamin-gummies-fruit,-fragrance-free/ID=prod6391002-product"
423,"Nutri Stars Food-Based Multivitamin, Chewable Tablets Fruit Punch",Chewables,Rainbow Light,"Carrots,Spinach,Celery,Green Beans,Broccoli,Parsley,Beet,Horsetail [Herb],Stinging Nettle [Tops],Astragalus [Root],Jujube [Fruit],Seaweed (Bladderwrack,Nori,Wakame),Natural Mineral Or Vegetable Source Fructose,Microcrystalline Cellulose,Orange And Pineapple Flavors,Citric Acid,Stearic Acid (Vegetable),Silica,Magnesium Stearate,Turmeric",No,Child,22.99,0.19,4.0,10.0,"https://www.walgreens.com/store/c/rainbow-light-nutri-stars-food-based-multivitamin,-chewable-tablets-fruit-punch/ID=prod6147174-product"
424,Organic Kid's Complete Dietary Supplement,Others,SmartyPants,"Organic tapioca syrup,organic cane sugar,pectin,organic lemon juice concentrate,organic natural flavors,sodium citrate,colors added(organic black carrot juice concentrate ,organic maqui berry juice concentrate),organic sunflower oil,organic carnauba wax.",No,Child,22.99,0.26,4.5,835.0,https://www.walgreens.com/store/c/smartypants-organic-kid's-complete-dietary-supplement/ID=300414050-product
425,"Kids Multi Jelly Beans, Raspberry Orange Twist Flavor",Gummies,Nature's Bounty,"Sugar,Glucose Syrup,Modified Potato Starch. Contains less than 2% of: Citric Acid,Fruit and Vegetable Concentrate (Color),Natural Flavors,Natural Palm Leaf Glaze,Vegetable Oi,Contains wheat ingredients.",No,Child,14.99,0.17,4.5,129.0,"https://www.walgreens.com/store/c/nature's-bounty-kids-multi-jelly-beans,-raspberry-orange-twist-flavor/ID=300424083-product"
426,Kids' Multi-Vitamin Gummies Complete Assorted,Gummies,SmartyPants,"Organic Cane Sugar,Organic Tapioca Syrup,Gelatin,Pectin,Citric Acid,Natural Flavors,Added for Color",Yes,Child,14.99,0.17,4.5,11.0,https://www.walgreens.com/store/c/smartypants-kids'-multi-vitamin-gummies-complete-assorted/ID=prod6237701-product
427,Multi Vitamin SoftMelts Natural Orange,Gummies,ChildLife,"Sunflower Oil,Xylitol,Purified Water,Sorbitol,Gelatin (bovine),Trisodium Citrate,Natural Flavors,Malic Acid,Sunflower Lecithin,Stevia Leaf Extract,Beta Carotene (natural color).",Yes,Child,18.95,0.7,0.0,,https://www.walgreens.com/store/c/childlife-multi-vitamin-softmelts-natural-orange/ID=300419685-product
428,Complete Kids Multi Gummies,Gummies,Goli,"Organic Tapioca Syrup,Organic Cane Sugar,Water,Pectin,Natural Flavors,Fruit and Vegetable Juice (for color),Sodium Citrate,Malic Acid,Citric Acid",No,Child,19.99,0.33,0.0,,https://www.walgreens.com/store/c/goli-complete-kids-multi-gummies/ID=300432517-product
429,Children's Daily Immune Support Gummies with Elderberry,Gummies,Zarbee's,"Sugar,Glucose Syrup,Pectin,Less than 2% of: Maltodextrin,Citric Acid,Natural Flavors,Color Added (Maqui Berry Juice Concentrate)",No,Child,21.99,0.52,4.5,9.0,https://www.walgreens.com/store/c/zarbee's-children's-daily-immune-support-gummies-with-elderberry/ID=300421585-product
430,"Kids Complete Multivitamin + Immune Support Gummies Natural Fruit Flavors, Fragrance-Free",Gummies,Zarbee's,"honey,glucose syrup,sucrose,water,natural flavor,pectin,citric acid,sodium citrate,colors addedfruit juice ,vegetable juice",No,Child,19.99,0.29,4.0,29.0,"https://www.walgreens.com/store/c/zarbee's-kids-complete-multivitamin---immune-support-gummies-natural-fruit-flavors,-fragrance-free/ID=prod6391026-product"
431,"Kids Daily Probiotic + Prebiotic, Gummies Berry Blast",Gummies,Culturelle,"Water Organic Cane Sugar,Pectin,Natural Flavors,Citric Acid,Colours from Fruits and VegetablesBlack Carrot ,Genipap Juice Concentrate ,Watermelon Juice Concentrate,Fractionated Coconut (containing Carnauba Wax),Corn Starch,Sodium Citrate",No,Child,18.99,0.63,4.5,1622.0,"https://www.walgreens.com/store/c/culturelle-kids-daily-probiotic---prebiotic,-gummies-berry-blast/ID=300396732-product"
432,Immune C Plus Zinc Gummy Vitamin Natural Fruit Flavors,Gummies,L'il Critters,"Glucose Syrup,Sugar,Water,Gelatin,Less than 2% of: Blend of Oils (Coconut and/or Palm),Beeswax and/or Carnauba Wax,Citric Acid,ColorsAnnatto Extract ,Purple Carrot Juice Concentrate ,Turmeric,Lactic Acid,Natural Flavors",Yes,Child,18.99,0.1,4.5,794.0,https://www.walgreens.com/store/c/l'il-critters-immune-c-plus-zinc-gummy-vitamin-natural-fruit-flavors/ID=prod6038662-product
